"placa","h_perm_front","anoModelo","categoria","cor","dataEmissaoCrv","descricaoTipoDocumentoProprietario","marcaModelo","municipioEmplacamento","tipo","ufEmplacamento","descricao","ilicito"
"veiculo123",1.411,2011,"PARTICULAR","VERMELHA",1695178800000,"CPF","FIAT/PUNTO ESSENCE 1.6","CRUZEIRO DO OESTE","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo124",1.729,2019,"PARTICULAR","BRANCA",1617073200000,"CPF","FORD/KA SE 1.0 SD C","CIANORTE","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo125",83.991,NaN,,,NaN,,,,,,"A consulta ao sistema DENATRAN 24hrs/7d não retornou nenhum valor",0
"veiculo126",2.483,2015,"PARTICULAR","BRANCA",1594263600000,"CNPJ","RENAULT/LOGAN DYNA 16 M","CRICIUMA","AUTOMOVEL","SC","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo127",43.072,2006,"PARTICULAR","BRANCA",1376535600000,"CPF","GM/CLASSIC LIFE","SANTA RITA DO SAPUCAI","AUTOMOVEL","MG","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo128",14.183,2011,"PARTICULAR","PRETA",1583377200000,"CPF","I/HYUNDAI VERACRUZ 3.8V6","GUAIRA","UTILITARIO","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo129",1.628,2019,"PARTICULAR","BRANCA",1683687600000,"CPF","VW/FOX CONNECT MB","ITABERAI","AUTOMOVEL","GO","Veículo comunicação de venda no sistema DENATRAN BASE 24h/7d!",0
"veiculo130",3.183,2021,"PARTICULAR","CINZA",1608001200000,"CNPJ","FIAT/TORO FREEDOM AT9 D4","RIBEIRAO PRETO","CAMINHONETE","SP","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo131",60.072,2020,"ALUGUEL","BRANCA",1587697200000,"CNPJ","VOLVO/VM 270 6X2R","MEDIANEIRA","CAMINHAO","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo132",11.333,2000,"ALUGUEL","AZUL",1568257200000,"CPF","I/IVECOFIAT E 160E21 3","ARAPONGAS","CAMINHAO","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo133",94.395,2008,"PARTICULAR","PRETA",1669604400000,"CPF","I/FORD FUSION","IMBUIA","AUTOMOVEL","SC","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",0
"veiculo134",21.113,2017,"ALUGUEL","AZUL",1727233200000,"CNPJ","SCANIA/P 310 B8X2","MEDIANEIRA","CAMINHAO","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo135",36.822,2017,"PARTICULAR","BRANCA",1575428400000,"CPF","HONDA/CIVIC EXL CVT","CASCAVEL","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo136",4.006,2015,"PARTICULAR","BRANCA",1413856800000,"CNPJ","VW/VOYAGE CL MB","TERRA BOA","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo137",9.052,2016,"PARTICULAR","PRETA",1675652400000,"CPF","HONDA/HR-V EX CVT","CABO FRIO","AUTOMOVEL","RJ","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo138",1.327,2014,"PARTICULAR","PRETA",1720666800000,"CNPJ","SR/RANDON SR FG","SAO PAULO","SEMI-REBOQUE","SP","Veículo comunicação de venda no sistema DENATRAN BASE 24h/7d!",0
"veiculo139",42.925,2023,"PARTICULAR","PRETA",1699844400000,"CPF","HYUNDAI/CRETA1TA LIMITED","MOGI DAS CRUZES","AUTOMOVEL","SP","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo140",1.867,1997,"PARTICULAR","VERMELHA",1620356400000,"CPF","VW/GOL PLUS MI","SAO JORGE DO PATROCINIO","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo141",20.206,2012,"PARTICULAR","BRANCA",1727751600000,"CNPJ","VW/17.250 CNC","BRAGANEY","CAMINHAO","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo142",74.281,2023,"ALUGUEL","BRANCA",1672887600000,"CNPJ","DAF/XF FTS 480 SSC","MARMELEIRO","CAMINHAO TRATOR","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo143",14.201,2012,"PARTICULAR","PRATA",1719284400000,"CPF","GM/ZAFIRA ELITE","ASTORGA","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo144",23.646,2020,"ALUGUEL","AZUL",1727751600000,"CNPJ","MBENZ/MPOLO PARADISO DD","SAO PAULO","ONIBUS","SP","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo145",5.837,2019,"PARTICULAR","BRANCA",1695783600000,"CPF","I/CHEV CRUZE LT NB AT","BIRIGUI","AUTOMOVEL","SP","Veículo comunicação de venda no sistema DENATRAN BASE 24h/7d!",0
"veiculo146",40.049,2010,"PARTICULAR","BRANCA",1593658800000,"CNPJ","VW/KOMBI","CURITIBA","CAMIONETA","PR","Veículo com restrição judicial no sistema DENATRAN BASE 24h/7d!",0
"veiculo147",14.178,2016,"PARTICULAR","PRATA",1579143600000,"CNPJ","FIAT/PALIO FIRE","SAO PAULO","AUTOMOVEL","SP","Veículo com restrição judicial no sistema DENATRAN BASE 24h/7d!",0
"veiculo148",3.296,2021,"ALUGUEL","BRANCA",1614826800000,"CNPJ","VW/24.280 CRM 6X2","CASCAVEL","CAMINHAO","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo149",21.881,2017,"PARTICULAR","VERDE",1678849200000,"CPF","HYUNDAI/CRETA 20A PRESTI","SUMARE","AUTOMOVEL","SP","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo150",14.636,2015,"PARTICULAR","BRANCA",1428721200000,"CPF","CITROEN/C3 90M TENDANCE","SOROCABA","AUTOMOVEL","SP","Veículo com indicador de Recall ativo no sistema DENATRAN BASE 24h/7d!",0
"veiculo151",14.866,2023,"PARTICULAR","PRETA",1664766000000,"CNPJ","HYUNDAI/HB20 10M COMFORT","BELO HORIZONTE","AUTOMOVEL","MG","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo152",4.295,2022,"ALUGUEL","BRANCA",1626663600000,"CNPJ","VW/30.330 CRC 8X2","ITAQUIRAI","CAMINHAO","MS","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo153",2.247,2022,"PARTICULAR","PRETA",1658804400000,"CPF","FIAT/TORO RANCH AT9 4X4","SERRA","CAMINHONETE","ES","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo154",2.729,2021,"PARTICULAR","PRETA",1626145200000,"CPF","HYUNDAI/CRETA 20A PRESTI","SAO SEBASTIAO","AUTOMOVEL","SP","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo155",1.398,2020,"ALUGUEL","BRANCA",1591671600000,"CNPJ","SCANIA/R450 A6X2","FLORESTA","CAMINHAO TRATOR","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo156",0.781,2016,"PARTICULAR","PRETA",1703646000000,"CPF","TOYOTA/COROLLA XEI20FLEX","GUAIRA","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo157",28.533,2025,"PARTICULAR","PRETA",1726628400000,"CPF","FIAT/MOBI LIKE","OURINHOS","AUTOMOVEL","SP","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo158",2.016,2023,"ALUGUEL","BRANCA",1689217200000,"CNPJ","VW/DELIVERY 11.180","ROLANDIA","CAMINHAO","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo159",8.848,2023,"PARTICULAR","AZUL",1682305200000,"CNPJ","JEEP/RENEGADE LGTD T270","SAO JOSE DO RIO PRETO","CAMIONETA","SP","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo160",48.153,2011,"PARTICULAR","CINZA",1713495600000,"CPF","GM/VECTRA SD EXPRESSION","JURANDA","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo161",30.209,2023,"PARTICULAR","BRANCA",1685674800000,"CNPJ","FIAT/FASTBACK AUDACE","BELO HORIZONTE","AUTOMOVEL","MG","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo162",91.333,2022,"ALUGUEL","BRANCA",1639537200000,"CNPJ","M.BENZ/ACCELO 1316 CE","GUAPORE","CAMINHAO","RS","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo163",26.861,2022,"PARTICULAR","BRANCA",1698375600000,"CPF","CHEVROLET/S10 LTZ FD4A","GUAIRA","CAMINHONETE","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo164",23.922,2020,"PARTICULAR","VERMELHA",1566529200000,"CPF","RENAULT/KWID ZEN 10MT","PONTA GROSSA","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo165",39.747,2014,"ALUGUEL","PRETA",1714359600000,"CPF","SR/RANDON SR CA","CASCAVEL","SEMI-REBOQUE","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo166",0.824,2001,"PARTICULAR","CINZA",1601607600000,"CPF","PEUGEOT/206 SELECTION","SAO BERNARDO DO CAMPO","AUTOMOVEL","SP","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo167",2.891,2015,"PARTICULAR","BRANCA",1702609200000,"CPF","VW/GOL CITY MB","GUAIRA","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo168",1.96,2002,"PARTICULAR","CINZA",1390356000000,"CPF","I/FORD FOCUS 1.8L HA","MARINGA","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo169",7.995,2011,"ALUGUEL","BRANCA",1523502000000,"CPF","VOLVO/FH 440 6X2T","LARANJAL","CAMINHAO TRATOR","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo170",94.552,2021,"PARTICULAR","CINZA",1616468400000,"CPF","I/TOYOTA HILUX CDSRVA4FD","CURITIBA","CAMINHONETE","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo171",1.954,2003,"PARTICULAR","BEGE",1654052400000,"CPF","RENAULT/CLIO PRI 10 16VS","SAO FRANCISCO DO SUL","AUTOMOVEL","SC","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo172",13.374,2014,"ALUGUEL","BRANCA",1723518000000,"CNPJ","VOLVO/FH 460 6X2T","FRANCISCO BELTRAO","CAMINHAO TRATOR","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo173",37.733,2015,"PARTICULAR","VERMELHA",1684378800000,"CPF","FIAT/STRADA WORKING","GUAIRA","CAMINHONETE","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo174",9.273,2016,"PARTICULAR","VERMELHA",1694660400000,"CPF","I/LR EVOQUE SE SD4","FLORIANOPOLIS","UTILITARIO","SC","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo175",11.947,2015,"ALUGUEL","BRANCA",1438830000000,"CNPJ","VOLVO/MPOLO VIAGGIO R","CURITIBA","ONIBUS","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo176",13.705,2023,"PARTICULAR","PRETA",1678330800000,"CPF","TOYOTA/COROLLA XEI 20","GOIANIA","AUTOMOVEL","GO","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo177",2.584,2019,"PARTICULAR","PRATA",1715223600000,"CPF","TOYOTA/COROLLA GLI UPPER","COSMOPOLIS","AUTOMOVEL","SP","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo178",10.838,2013,"PARTICULAR","PRATA",1351044000000,"CPF","CHEVROLET/COBALT 1.4 LT","OURINHOS","AUTOMOVEL","SP","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo179",25.416,2008,"PARTICULAR","BRANCA",1700622000000,"CNPJ","FIAT/UNO MILLE FIRE FLEX","ARAPONGAS","AUTOMOVEL","PR","Veículo comunicação de venda no sistema DENATRAN BASE 24h/7d!",0
"veiculo180",3.273,2021,"PARTICULAR","BRANCA",1617678000000,"CNPJ","FIAT/ARGO 1.0","FOZ DO IGUACU","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo181",5.367,2020,"PARTICULAR","BRANCA",1720494000000,"CPF","JEEP/RENEGADE THAWK AT D","BALNEARIO CAMBORIU","UTILITARIO","SC","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo182",3.443,2014,"PARTICULAR","PRETA",1709694000000,"CPF","HONDA/CIVIC EXR","LONDRINA","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo183",48.021,1980,"ALUGUEL","VERMELHA",1484532000000,"CPF","M.BENZ/LK 1113","GUAIRA","CAMINHAO","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo184",14.183,2011,"PARTICULAR","PRETA",1583377200000,"CPF","I/HYUNDAI VERACRUZ 3.8V6","GUAIRA","UTILITARIO","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo185",129.584,2013,"ALUGUEL","BRANCA",1692068400000,"CPF","SCANIA/P 310 B8X2","SAO PAULO","CAMINHAO","SP","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo186",69.508,2013,"PARTICULAR","MARROM",1686798000000,"CPF","KAWASAKI/VERSYS TR ABS","CAMPINAS","MOTOCICLETA","SP","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo187",60.072,2020,"ALUGUEL","BRANCA",1587697200000,"CNPJ","VOLVO/VM 270 6X2R","MEDIANEIRA","CAMINHAO","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo188",2.204,2021,"PARTICULAR","PRETA",1720062000000,"CPF","CHEV/TRACKER 12T A PR","SAO PAULO","AUTOMOVEL","SP","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo189",94.395,2008,"PARTICULAR","PRETA",1669604400000,"CPF","I/FORD FUSION","IMBUIA","AUTOMOVEL","SC","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",0
"veiculo190",5.7,2017,"PARTICULAR","BRANCA",1488855600000,"CPF","M.BENZ/C180FF","CASCAVEL","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo191",4.006,2015,"PARTICULAR","BRANCA",1413856800000,"CNPJ","VW/VOYAGE CL MB","TERRA BOA","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo192",53.526,2024,"ALUGUEL","PRETA",1694401200000,"CNPJ","SR/LIBRELATO SRCA 4E","FRANCISCO BELTRAO","SEMI-REBOQUE","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo193",42.925,2023,"PARTICULAR","PRETA",1699844400000,"CPF","HYUNDAI/CRETA1TA LIMITED","MOGI DAS CRUZES","AUTOMOVEL","SP","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo194",74.977,2020,"ALUGUEL","VERMELHA",1587092400000,"CNPJ","VOLVO/FH 540 6X4T","PARANAGUA","CAMINHAO TRATOR","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo195",20.206,2012,"PARTICULAR","BRANCA",1727751600000,"CNPJ","VW/17.250 CNC","BRAGANEY","CAMINHAO","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo196",1.683,2024,"PARTICULAR","PRATA",1701745200000,"CNPJ","VW/POLO TRACK MA","SAO PAULO","AUTOMOVEL","SP","Veículo com registro de Roubo/Furto no sistema DENATRAN BASE 24h/7d!",0
"veiculo197",7.104,2021,"PARTICULAR","PRATA",1599102000000,"CPF","RENAULT/DUSTER ICO16 CVT","BLUMENAU","CAMIONETA","SC","Veículo com restrição judicial no sistema DENATRAN BASE 24h/7d!",0
"veiculo198",23.646,2020,"ALUGUEL","AZUL",1727751600000,"CNPJ","MBENZ/MPOLO PARADISO DD","SAO PAULO","ONIBUS","SP","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo199",9.273,2012,"PARTICULAR","CINZA",1644375600000,"CPF","PEUGEOT/HOGGAR XR","SAO JOSE DO RIO PRETO","CAMINHONETE","SP","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo200",5.409,2021,"PARTICULAR","VERMELHA",1710730800000,"CPF","I/FORD RANGER XLTCD4A32C","BRASILIA","CAMINHONETE","DF","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo201",48.491,2013,"PARTICULAR","BRANCA",1592449200000,"CPF","I/FORD EDGE V6","ITAPOA","CAMIONETA","SC","Veículo comunicação de venda no sistema DENATRAN BASE 24h/7d!",0
"veiculo202",13.559,2022,"PARTICULAR","CINZA",1642647600000,"CPF","CAOACHERY/TIGGO8 1.6TGDI","CASCAVEL","UTILITARIO","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo203",3.296,2021,"ALUGUEL","BRANCA",1614826800000,"CNPJ","VW/24.280 CRM 6X2","CASCAVEL","CAMINHAO","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo204",2.247,2022,"PARTICULAR","PRETA",1658804400000,"CPF","FIAT/TORO RANCH AT9 4X4","SERRA","CAMINHONETE","ES","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo205",1.179,2021,"ALUGUEL","BRANCA",1632106800000,"CNPJ","M.BENZ/ACTROS 2651S 6X4","CASCAVEL","CAMINHAO TRATOR","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo206",2.729,2021,"PARTICULAR","PRETA",1626145200000,"CPF","HYUNDAI/CRETA 20A PRESTI","SAO SEBASTIAO","AUTOMOVEL","SP","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo207",56.967,2016,"PARTICULAR","BRANCA",1599793200000,"CPF","VW/GOL SPECIAL MB","CHAPECO","AUTOMOVEL","SC","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo208",0.61,2023,"PARTICULAR","AZUL",1661396400000,"CPF","CHEV/ONIX PLUS 10TAT PR2","GUAIRA","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo209",34.678,1999,"ALUGUEL","AMARELA",1456455600000,"CPF","M.BENZ/LS 1938","SETE QUEDAS","CAMINHAO TRATOR","MS","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo210",10.507,2024,"PARTICULAR","BRANCA",1697770800000,"CPF","VW/NIVUS CL TSI","MANDAGUARI","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo211",1.736,1988,"ALUGUEL","BRANCA",1705978800000,"CPF","FORD/CARGO 1618","BIRIGUI","CAMINHAO","SP","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo212",4.383,2015,"ALUGUEL","BRANCA",1708311600000,"CNPJ","VW/24.280 CRM 6X2","DOUTOR CAMARGO","CAMINHAO","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo213",44.359,2012,"PARTICULAR","PRATA",1561518000000,"CPF","CHEVROLET/CLASSIC LS","LONDRINA","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
